prize_id,prize_alias,prize_name,prize_institution,prize_year,prize_genre,person_id,person_role,last_name,first_name,name,gender,sexuality,uk_residence,ethnicity_macro,ethnicity,highest_degree,degree_institution,degree_field_category,degree_field,viaf,book_id,book_title,decade
3,Costa First Novel Award,Costa First Novel Award,Costa,2017,fiction,0055,winner,Honeyman,Gail,"Honeyman, Gail",Female,unknown,UK,White British,Scottish,Bachelors,University of Glasgow,Language and Literature,French Language and Literature,160147118187926340978,00144,Eleanor Oliphant is Completely Fine,2010
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2017,non-fiction,0623,shortlisted,Kassabova,Kapka,"Kassabova, Kapka",Female,unknown,UK,Non-UK White,Bulgarian,Masters,Victoria University,Writing,English and Creative Writing,51916003,00785,Border,2010
1,James Tait Black Prize for Fiction,James Tait Black Prize for Fiction,The University of Edinburgh,2017,fiction,0006,winner,McBride,Eimear,"McBride, Eimear",Female,unknown,UK,Irish,Irish,Bachelors,Drama Centre London,Arts,Acting,305332994,00200,The Lesser Bohemians,2010
4,Costa Novel Award,Costa Novel Award,Costa,2017,fiction,0056,winner,McGregor,Jon,"McGregor, Jon",Male,unknown,UK,White British,British,Bachelors,University of Bradford,Arts,Media Technology and Production,98939743,00213,Reservoir 13,2010
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2017,non-fiction,0624,shortlisted,Mendelsohn,Daniel,"Mendelsohn, Daniel",Male,unknown,Non-UK,Jewish,Jewish American,Doctorate,Princeton University,Language and Literature,Classics,30710526,00786,An Odyssey,2010
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2017,crime,0428,shortlisted,Miller,Derek B.,"Miller, Derek B.",Male,unknown,Non-UK,Jewish,Jewish American,Doctorate,unknown,Politics and Economics,International Relations,44067959,00552,The Girl in Green,2010
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2017,fiction,0323,shortlisted,Morgan,CE,"Morgan, CE",Female,unknown,UK,Non-UK White,White American,Masters,unknown,unknown,unknown,14238477,00395,The Sport of Kings,2010
8,Booker Prize,Man Booker Prize,Booker Foundation,2017,fiction,0202,shortlisted,Mozley,Fiona,"Mozley, Fiona",Female,queer,UK,White British,English,Doctorate,University of York,History and Cultural Studies,Medieval Studies,44150565525106251250,00237,Elmet,2010
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2017,crime,0415,shortlisted,Mukherjee,Abir,"Mukherjee, Abir",Male,unknown,UK,Asian,British Indian,unknown,unknown,unknown,unknown,30147118128226340509,00553,A Rising Man,2010
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2017,non-fiction,0625,shortlisted,O'Connell,Mark,"O'Connell, Mark",Male,unknown,Non-UK,Irish,Jewish British,Doctorate,"Trinity College, Dublin",Language and Literature,English Literature,305021134,00788,To Be a Machine,2010
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2017,poetry,0588,shortlisted,Owen,Antony,"Owen, Antony",Male,unknown,UK,White British,English,unknown,unknown,unknown,unknown,121118494,00749,The Nagasaki Elder,2010
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2017,fiction,0324,shortlisted,Riley,Gwendoline,"Riley, Gwendoline",Female,unknown,UK,White British,British,Bachelors,Manchester Metropolitan University,Language and Literature,English Literature,85372369,00396,First Love,2010
7,Costa Children's Book Award,Costa Children's Book Award,Costa,2017,children's,0058,winner,Rundell,Katherine,"Rundell, Katherine",Female,unknown,UK,White British,English,Doctorate,University of Oxford,Language and Literature,English Literature,163169611,00280,The Explorer,2010
8,Booker Prize,Man Booker Prize,Booker Foundation,2017,fiction,0198,winner,Saunders,George,"Saunders, George",Male,unknown,Non-UK,Non-UK White,White American,Masters,Syracuse University,Writing,Creative Writing,49395618,00286,Lincoln in the Bardo,2010
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2017,non-fiction,0626,shortlisted,Schama,Simon,"Schama, Simon",Male,unknown,UK,White British,English,Masters,University of Cambridge,History and Cultural Studies,History,46784579,00787,Belonging,2010
8,Booker Prize,Man Booker Prize,Booker Foundation,2017,fiction,0070,shortlisted,Smith,Ali,"Smith, Ali",Female,queer,UK,White British,Scottish,unknown,unknown,unknown,unknown,118024365,00300,Autumn,2010
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2017,poetry,0589,shortlisted,Stoddart,Greta,"Stoddart, Greta",Female,unknown,UK,White British,British,unknown,École Internationale de Théâtre Jacques Lecoq,Arts,Acting,40442203,00750,Who's There?,2010
5,Costa Biography Award,Costa Biography Award,Costa,2017,biography,0057,winner,Stott,Rebecca,"Stott, Rebecca",Female,unknown,UK,White British,British,Juris Doctor,Syracuse University,Law,Law,24671369,00315,In the Days of Rain,2010
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2017,fiction,0208,shortlisted,Thien,Madeleine,"Thien, Madeleine",Female,unknown,Non-UK,Asian,Chinese Canadian,Masters,University of British Columbia,Writing,Creative Writing,74092627,00325,Do Not Say We Have Nothing,2010
14,TS Eliot Prize,TS Eliot Prize,TS Eliot Foundation,2017,poetry,0526,winner,Vuong,Ocean,"Vuong, Ocean",Male,queer,Non-UK,Asian,Vietnamese American,Masters,NYU,Writing,Poetry,17145003693061340818,00673,Night Sky with Exit Wounds,2010
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2018,poetry,0590,winner,Antrobus,Raymond,"Antrobus, Raymond",Male,unknown,UK,Black British,Jamaican British,Masters,University of London,Language and Literature,Spoken Word Education,722157583850633970008,00751,The Perserverance,2010
13,James Tait Black Prize for Drama,James Tait Black Prize for Drama,The University of Edinburgh,2018,drama,0514,winner,Barron,Clare,"Barron, Clare",Female,unknown,Non-UK,Non-UK White,White American,Bachelors,Yale University,unknown,unknown,239146094350300332691,00661,Dance Nation,2010
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2018,fiction,0316,shortlisted,Batuman,Elif,"Batuman, Elif",Female,unknown,Non-UK,Non-UK White,Turkish American,Doctorate,Stanford University,Language and Literature,Comparative Literature,90451685,00387,The Idiot,2010
8,Booker Prize,Man Booker Prize,Booker Foundation,2018,fiction,0193,winner,Burns,Anna,"Burns, Anna",Female,unknown,UK,White British,Northern Irish,none,none,none,none,85321496,00043,Milkman,2010
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2018,crime,0431,winner,Cavanagh,Steve,"Cavanagh, Steve",Male,unknown,UK,White British,Northern Irish,unknown,unknown,Law,Law,21144782963693754825,00545,The Liar,2010
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2018,poetry,0591,shortlisted,Doshi,Tishani,"Doshi, Tishani",Female,unknown,UK,Asian,Indian Welsh,Masters,Johns Hopkins,Writing,Creative Writing,4456107,00752,Girls Are Coming Out of the Woods,2010
8,Booker Prize,Man Booker Prize,Booker Foundation,2018,fiction,0194,shortlisted,Edugyan,Esi,"Edugyan, Esi",Female,unknown,Non-UK,African,Ghanaian Canadian,Masters,Johns Hopkins,Writing,Creative Writing,11696535,00082,Washington Black,2010
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2018,non-fiction,0616,shortlisted,Fry,Hannah,"Fry, Hannah",Female,unknown,UK,White British,English,Doctorate,unknown,Maths and Sciences,Fluid Dynamics,314908506,00778,Hello World,2010
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2018,fiction,0317,shortlisted,Gowar,Imogen Hermes,"Gowar, Imogen Hermes",Female,unknown,UK,White British,British,Bachelors,University of East Anglia,History and Cultural Studies,"Archaeology, Anthropology and Art History",1985151965362100470003,00388,The Mermaid and Mrs. Hancock,2010
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2018,fiction,0318,shortlisted,Greengrass,Jessie,"Greengrass, Jessie",Female,unknown,UK,White British,British,Bachelors,University of Cambridge,Philosophy and Theology,Philosophy,157144782730339052337,00389,Sight,2010
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2018,crime,0423,shortlisted,Herron,Mick,"Herron, Mick",Male,unknown,UK,White British,British,Bachelors,University of Oxford,Language and Literature,English,24546389,00546,London Rules,2010
8,Booker Prize,Man Booker Prize,Booker Foundation,2018,fiction,0195,shortlisted,Johnson,Daisy,"Johnson, Daisy",Female,unknown,UK,White British,British,Masters,University of Oxford,Writing,Creative Writing,138147118306026342300,00160,Everything Under,2010
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2018,fiction,0319,shortlisted,Kandasamy,Meena,"Kandasamy, Meena",Female,unknown,UK,Asian,Indian,Doctorate,unknown,Language and Literature,Sociolinguistics,296825710,00390,"When I hit you: or, a Portrait of the Writer as a Young Wife",2010
8,Booker Prize,Man Booker Prize,Booker Foundation,2018,fiction,0196,shortlisted,Kushner,Rachel,"Kushner, Rachel",Female,unknown,Non-UK,Non-UK White,White American,Masters,Columbia University,Writing,Creative Writing,20621405,00170,The Mars Room,2010
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2018,crime,0432,shortlisted,Lehane,Dennis,"Lehane, Dennis",Male,unknown,Non-UK,Irish,Irish American,Masters,Florida International University,Writing,Creative Writing,10004693,00547,Since We Fell,2010
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2018,non-fiction,0617,shortlisted,Macintyre,Ben,"Macintyre, Ben",Male,unknown,UK,White British,British,unknown,unknown,unknown,unknown,39453414,00779,The Spy and the Traitor,2010
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2018,poetry,0592,shortlisted,McFarlane,Roy,"McFarlane, Roy",Male,unknown,UK,Caribbean,Jamaican British,Masters,Newcastle University,Writing,Writing Poetry,241916684,00753,The Healing Next Time,2010
7,Costa Children's Book Award,Costa Children's Book Award,Costa,2018,children's,0053,winner,McKay,Hilary,"McKay, Hilary",Female,unknown,UK,White British,English,Bachelors,University of St Andrews,Multiple,"Botany, Zoology and English",79115492,00215,The Skylarks' War,2010
6,Costa Poetry Award,Costa Poetry Award,Costa,2018,poetry,0052,winner,Morgan,JO,"Morgan, JO",Male,unknown,UK,White British,Scottish,unknown,Harvard University,Multiple,Theology and Literature,86088396,00232,Assurances,2010
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2018,crime,0415,shortlisted,Mukherjee,Abir,"Mukherjee, Abir",Male,unknown,UK,Asian,British Indian,unknown,unknown,unknown,unknown,30147118128226340509,00543,A Necessary Evil,2010
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2018,non-fiction,0618,shortlisted,Page McBee,Thomas,"Page McBee, Thomas",Other,unknown,Non-UK,Non-UK White,White American,unknown,San Fransisco State,unknown,unknown,309822184,00780,Amateur,2010
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2018,non-fiction,0619,shortlisted,Platt,Stephen R,"Platt, Stephen R",Male,unknown,Non-UK,Non-UK White,White American,Doctorate,Yale University,History and Cultural Studies,Chinese History,58527487,00781,Imperial Twilight,2010
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2018,non-fiction,0615,winner,Plokhy,Serhii,"Plokhy, Serhii",Male,unknown,Non-UK,Non-UK White,Ukrainian,Doctorate,Kiev University,History and Cultural Studies,History,12522767,00777,Chernobyl: History of a Tragedy,2010
12,BSFA Award for Best Novel,BSFA Award for Best Novel,British Science Fiction Association,2018,sff,0493,winner,Powell,Gareth L,"Powell, Gareth L",Male,unknown,UK,White British,British,unknown,unknown,unknown,unknown,93267843,00631,Embers of War,2010
8,Booker Prize,Man Booker Prize,Booker Foundation,2018,fiction,0181,shortlisted,Powers,Richard,"Powers, Richard",Male,unknown,Non-UK,Non-UK White,White American,Masters,University of Illinois,Language and Literature,English Literature,102514617,00265,The Overstory,2010
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2018,poetry,0593,shortlisted,Richardson,Susan,"Richardson, Susan",Female,unknown,UK,White British,Welsh,Doctorate,University of Toronto,Arts,Drama,24111237,00754,Words the Turtle Taught Me,2010
8,Booker Prize,Man Booker Prize,Booker Foundation,2018,fiction,0197,shortlisted,Robertson,Robin,"Robertson, Robin",Male,unknown,UK,White British,Scottish,Masters,unknown,unknown,unknown,275210068,00275,The Long Take,2010
4,Costa Novel Award,Costa Novel Award,Costa,2018,fiction,0051,winner,Rooney,Sally,"Rooney, Sally",Female,unknown,Non-UK,Irish,Irish,Bachelors,"Trinity College, Dublin",Language and Literature,English Literature,49149912708206212971,00277,Normal People,2010
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2018,fiction,0315,winner,Shamsie,Kamila,"Shamsie, Kamila",Female,unknown,UK,Asian,Pakistani British,Masters,"University of Massachusetts, Amherst",Writing,Creative Writing,102271932,00386,Home Fire,2010
14,TS Eliot Prize,TS Eliot Prize,TS Eliot Foundation,2018,poetry,0525,winner,Sullivan,Hannah,"Sullivan, Hannah",Female,unknown,UK,White British,British,Doctorate,Harvard University,Language and Literature,English and American Literature,292640194,00672,Three Poems,2010
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2018,poetry,0525,shortlisted,Sullivan,Hannah,"Sullivan, Hannah",Female,unknown,UK,White British,British,Doctorate,Harvard University,Language and Literature,English and American Literature,292640194,00672,Three Poems,2010
3,Costa First Novel Award,Costa First Novel Award,Costa,2018,fiction,0050,winner,Turton,Stuart,"Turton, Stuart",Male,unknown,UK,White British,English,Bachelors,unknown,Multiple,English and Philosophy,2150516750903442710,00341,The Seven Deaths of Evelyn Hardcastle,2010
2,Costa Book of the Year,Costa Book of the Year,Costa,2018,no/any/multi genre,0049,winner,van Es,Bart,"van Es, Bart",Male,unknown,UK,Non-UK White,Dutch,Bachelors,University of Cambridge,Language and Literature,English Literature,15003652,00345,The Cut Out Girl,2010
5,Costa Biography Award,Costa Biography Award,Costa,2018,biography,0049,winner,van Es,Bart,"van Es, Bart",Male,unknown,UK,Non-UK White,Dutch,Bachelors,University of Cambridge,Language and Literature,English Literature,15003652,00345,The Cut Out Girl,2010
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2018,crime,0430,shortlisted,Viskic,Emma,"Viskic, Emma",Female,unknown,Non-UK,Non-UK White,Slavic Australian,unknown,unknown,unknown,unknown,74152380125101762883,00544,Resurrection Bay,2010
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2018,fiction,0320,shortlisted,Ward,Jesmyn,"Ward, Jesmyn",Female,unknown,Non-UK,Non-White American,Black American,Masters,University of Michigan,Writing,Creative Writing,48698155,00391,"Sing, Unburied, Sing",2010
1,James Tait Black Prize for Fiction,James Tait Black Prize for Fiction,The University of Edinburgh,2018,fiction,0005,winner,Williams,Eley,"Williams, Eley",Female,queer,UK,White British,British,Doctorate,unknown,unknown,unknown,46151302946448662467,00354,Attrib. and Other Stories,2010
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2018,non-fiction,0620,shortlisted,Zimmer,Carl,"Zimmer, Carl",Male,unknown,Non-UK,Non-UK White,White American,Bachelors,Yale University,Language and Literature,English,116895897,00782,She Has Her Mother's Laugh,2010
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2019,crime,0421,shortlisted,Askew,Claire,"Askew, Claire",Female,unknown,UK,White British,Scottish,Doctorate,University of Edinburgh,Writing,Creative Writing,250428842,00537,All the Hidden Truths,2010
8,Booker Prize,Man Booker Prize,Booker Foundation,2019,fiction,0190,winner,Atwood,Margaret,"Atwood, Margaret",Female,unknown,Non-UK,Non-UK White,White Canadian,Masters,Radcliffe College,Language and Literature,English Literature,109322990,00014,The Testaments,2010
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2019,fiction,0279,shortlisted,Barker,Pat,"Barker, Pat",Female,unknown,UK,White British,English,unknown,University of Cambridge,Multiple,Philosophy and English,98651598,00382,The Silence of the Girls,2010
7,Costa Children's Book Award,Costa Children's Book Award,Costa,2019,children's,0048,winner,Bilan,Jasbinder,"Bilan, Jasbinder",Female,unknown,UK,Asian,Indian British,Masters,Bath Spa University,Writing,Creative Writing,432157523358527032076,00032,Asha & the Spirit Bird,2010
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2019,fiction,0312,shortlisted,Braithwaite,Oyinkan,"Braithwaite, Oyinkan",Female,unknown,Non-UK,African,Nigerian British,Bachelors,Kingston University,Multiple,Creative Writing and Law,16152380022501760537,00383,"My Sister, the Serial Killer",2010
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2019,fiction,0193,shortlisted,Burns,Anna,"Burns, Anna",Female,unknown,UK,White British,Northern Irish,none,none,none,none,85321496,00043,Milkman,2010
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2019,non-fiction,0610,shortlisted,Cep,Casey,"Cep, Casey",Female,queer,Non-UK,Non-UK White,White American,Masters,University of Oxford,Philosophy and Theology,Theology,5154380935930291088,00772,Furious Hours,2010
6,Costa Poetry Award,Costa Poetry Award,Costa,2019,poetry,0047,winner,Chan,Mary Jean,"Chan, Mary Jean",Other,queer,UK,Asian,Hong Kong,Doctorate,University of London,Writing,Creative Writing,11158003721401880544,00053,Flèche,2010
4,Costa Novel Award,Costa Novel Award,Costa,2019,fiction,0046,winner,Coe,Jonathan,"Coe, Jonathan",Male,unknown,UK,White British,English,Doctorate,University of Warwick,Language and Literature,English Literature,7446091,00054,Middle England,2010
3,Costa First Novel Award,Costa First Novel Award,Costa,2019,fiction,0045,winner,Collins,Sara,"Collins, Sara",Female,unknown,UK,Caribbean,Jamaican Caymanian,Masters,University of Cambridge,Writing,Creative Writing,233439720,00057,The Confessions of Frannie Langton,2010
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2019,crime,0425,winner,Craven,MW,"Craven, MW",Male,unknown,UK,White British,English,Bachelors,Newcastle University,Medicine and Social Work,Social Work,2644153472515745360006,00538,The Puppet Show,2010
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2019,non-fiction,0611,shortlisted,Cumming,Laura,"Cumming, Laura",Female,unknown,UK,White British,Scottish,unknown,unknown,unknown,unknown,46249956,00773,On Chapel Sands,2010
8,Booker Prize,Man Booker Prize,Booker Foundation,2019,fiction,0003,shortlisted,Ellmann,Lucy,"Ellmann, Lucy",Female,unknown,UK,White British,American British,Masters,Courtauld Institute of Art,unknown,unknown,114205784,00084,"Ducks, Newburyport",2010
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2019,fiction,0313,shortlisted,Evans,Diana,"Evans, Diana",Female,unknown,UK,Black British,British Nigerian,Masters,University of East Anglia,Writing,Creative Writing,71701271,00384,Ordinary People,2010
8,Booker Prize,Man Booker Prize,Booker Foundation,2019,fiction,0189,winner,Evaristo,Bernardine,"Evaristo, Bernardine",Female,unknown,UK,Black British,British Nigerian,Doctorate,University of London,Writing,Creative Writing,92536933,00087,"Girl, Woman, Other",2010
2,Costa Book of the Year,Costa Book of the Year,Costa,2019,no/any/multi genre,0044,winner,Fairweather,Jack,"Fairweather, Jack",Male,unknown,UK,White British,English,unknown,University of Oxford,unknown,unknown,210986642,00089,The Volunteer,2010
5,Costa Biography Award,Costa Biography Award,Costa,2019,biography,0044,winner,Fairweather,Jack,"Fairweather, Jack",Male,unknown,UK,White British,English,unknown,University of Oxford,unknown,unknown,210986642,00089,The Volunteer,2010
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2019,non-fiction,0612,shortlisted,Feaver,William,"Feaver, William",Male,unknown,UK,White British,British,unknown,unknown,unknown,unknown,9846019,00774,The Lives of Lucian Freud,2010
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2019,fiction,0311,winner,Jones,Tayari,"Jones, Tayari",Female,unknown,UK,Non-White American,Black American,Masters,Victoria University of Wellington,Politics and Economics,Political Science,65814928,00381,An American Marriage,2010
13,James Tait Black Prize for Drama,James Tait Black Prize for Drama,The University of Edinburgh,2019,drama,0513,winner,Joseph,Yasmin,"Joseph, Yasmin",Female,unknown,UK,Caribbean,Mixed Caribbean,Bachelors,unknown,Language and Literature,English and Drama,14163753745234272644,00660,J'Ouvert,2010
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2019,crime,0426,shortlisted,Kent,Christobel,"Kent, Christobel",Female,unknown,UK,White British,English,unknown,University of Cambridge,unknown,unknown,58769947,00539,What We Did,2010
1,James Tait Black Prize for Fiction,James Tait Black Prize for Fiction,The University of Edinburgh,2019,fiction,0004,winner,Laing,Olivia,"Laing, Olivia",Other,queer,UK,White British,English,Bachelors,unknown,Maths and Sciences,Herbal Medicine,172377937,00172,Crudo,2010
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2019,crime,0427,shortlisted,Leon,Donna,"Leon, Donna",Female,unknown,Non-UK,Non-UK White,White American,Bachelors,unknown,unknown,unknown,27182947,00540,Unto Us a Son is Given,2010
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2019,non-fiction,0613,shortlisted,Lovell,Julia,"Lovell, Julia",Female,unknown,UK,White British,British,Doctorate,University of Cambridge,History and Cultural Studies,Chinese History,87599924,00775,Maoism,2010
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2019,crime,0428,shortlisted,Miller,Derek B.,"Miller, Derek B.",Male,unknown,Non-UK,Jewish,Jewish American,Doctorate,unknown,Politics and Economics,International Relations,44067959,00541,American by Day,2010
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2019,fiction,0314,shortlisted,Miller,Madeline,"Miller, Madeline",Female,unknown,Non-UK,Non-UK White,White American,Masters,unknown,Language and Literature,Literature,186605056,00385,Circe,2010
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2019,non-fiction,0614,shortlisted,Moaveni,Azadeh,"Moaveni, Azadeh",Female,unknown,Non-UK,Non-UK White,Iranian American,unknown,unknown,unknown,unknown,102228202,00776,Guest House for Young Women,2010
8,Booker Prize,Man Booker Prize,Booker Foundation,2019,fiction,0191,shortlisted,Obioma,Chigozie,"Obioma, Chigozie",Male,unknown,UK,African,Nigerian,Masters,unknown,unknown,unknown,78894785,00249,An Orchestra of Minorities,2010
14,TS Eliot Prize,TS Eliot Prize,TS Eliot Foundation,2019,poetry,0524,winner,Robinson,Roger,"Robinson, Roger",Male,unknown,UK,Caribbean,British Trinidadian,unknown,unknown,unknown,unknown,311778633,00671,A Portable Paradise,2010
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2019,non-fiction,0609,winner,Rubenhold,Hallie,"Rubenhold, Hallie",Female,unknown,UK,White British,American British,Doctorate,University of Leeds,History and Cultural Studies,18th c History,63529812,00771,The Five: The Untold Lives of the Women Killed by Jack the Ripper,2010
8,Booker Prize,Man Booker Prize,Booker Foundation,2019,fiction,0149,shortlisted,Rushdie,Salman,"Rushdie, Salman",Male,unknown,UK,Asian,Indian British,Masters,University of Cambridge,History and Cultural Studies,History,29540187,00281,Quichotte,2010
8,Booker Prize,Man Booker Prize,Booker Foundation,2019,fiction,0192,shortlisted,Shafak,Elif,"Shafak, Elif",Female,unknown,UK,Non-UK White,Turkish British,Doctorate,Middle East Technical University,Politics and Economics,Political Science,64320935,00292,10 Minutes 38 Seconds in This Strange World,2010
12,BSFA Award for Best Novel,BSFA Award for Best Novel,British Science Fiction Association,2019,sff,0491,winner,Tchaikovsky,Adrian,"Tchaikovsky, Adrian",Male,unknown,UK,White British,British,Bachelors,University of Reading,Maths and Sciences,Zoology and Psychology,102929550,00630,Children of Ruin,2010
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2019,crime,0429,shortlisted,Wood,Benjamin,"Wood, Benjamin",Male,unknown,UK,White British,English,unknown,unknown,unknown,unknown,171626675,00542,A Station on the Path to Somewhere Better,2010
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2020,crime,0421,shortlisted,Askew,Claire,"Askew, Claire",Female,unknown,UK,White British,Scottish,Doctorate,University of Edinburgh,Writing,Creative Writing,250428842,00532,What You Pay For,2020
6,Costa Poetry Award,Costa Poetry Award,Costa,2020,poetry,0042,winner,Boland,Eavan,"Boland, Eavan",Female,unknown,Non-UK,Irish,Irish,Bachelors,University of Cambridge,unknown,unknown,22253909,00034,The Historians,2020
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2020,crime,0457,shortlisted,Brodrick,William,"Brodrick, William",Male,unknown,UK,White British,English,Bachelors,University of London,Philosophy and Theology,Philosophy and Theology,306080383,00533,Forced Confessions,2020
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2020,non-fiction,0603,winner,Brown,Craig,"Brown, Craig",Male,unknown,UK,White British,English,none,none,none,none,46838169,00765,One Two Three Four: The Beatles in Time,2020
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2020,non-fiction,0604,shortlisted,Cobb,Matthew,"Cobb, Matthew",Male,unknown,UK,White British,British,Doctorate,University of Sheffield,Maths and Sciences,Psychology and Genetics,31411584,00766,The Idea of the Brain,2020
8,Booker Prize,Booker Prize,Booker Foundation,2020,fiction,0184,shortlisted,Cook,Diane,"Cook, Diane",Female,unknown,Non-UK,Non-UK White,White American,Masters,Columbia University,unknown,unknown,308756312,00060,The New Wilderness,2020
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2020,fiction,0309,shortlisted,Cruz,Angie,"Cruz, Angie",Female,unknown,Non-UK,Non-White American,Dominican American,Masters,New York University,unknown,unknown,270811035,00378,Dominicana,2020
8,Booker Prize,Booker Prize,Booker Foundation,2020,fiction,0185,shortlisted,Dangarembga,Tsitsi,"Dangarembga, Tsitsi",Female,unknown,Non-UK,African,Zimbabwean,Doctorate,Humboldt University Berlin,History and Cultural Studies,African Studies,84149102,00066,This Mournable Body,2020
8,Booker Prize,Booker Prize,Booker Foundation,2020,fiction,0186,shortlisted,Doshi,Avni,"Doshi, Avni",Female,unknown,Non-UK,Asian,Indian American,Masters,University College London,History and Cultural Studies,Art History,19159939388225251084,00075,Burnt Sugar,2020
1,James Tait Black Prize for Fiction,James Tait Black Prize for Fiction,The University of Edinburgh,2020,fiction,0003,winner,Ellmann,Lucy,"Ellmann, Lucy",Female,unknown,UK,White British,American British,Masters,Courtauld Institute of Art,unknown,unknown,114205784,00084,"Ducks, Newburyport",2020
